JobID|CPUTimeRAW|
119168_45.extern|128|
119168_46|120|
119168_46.batch|120|
119168_46.extern|120|
119168_47|112|
119168_47.batch|112|
119168_47.extern|112|
119168_48|136|
119168_48.batch|136|
119168_48.extern|136|
119168_49|176|
119168_49.batch|176|
119168_49.extern|176|
119168_50|128|
119168_50.batch|128|
119168_50.extern|128|
119168_51|136|
119168_51.batch|136|
119168_51.extern|136|
119168_52|144|
119168_52.batch|144|
119168_52.extern|144|
119168_53|168|
119168_53.batch|168|
119168_53.extern|168|
119168_54|176|
119168_54.batch|176|
119168_54.extern|176|
119168_55|144|
119168_55.batch|144|
119168_55.extern|144|
119168_56|152|
119168_56.batch|152|
119168_56.extern|152|
119168_57|176|
119168_57.batch|176|
119168_57.extern|176|
119168_58|160|
119168_58.batch|160|
119168_58.extern|160|
119168_59|136|
119168_59.batch|136|
119168_59.extern|136|
119168_60|128|
119168_60.batch|128|
119168_60.extern|128|
119168_61|128|
119168_61.batch|128|
119168_61.extern|128|
119168_62|128|
119168_62.batch|128|
119168_62.extern|128|
119168_63|136|
119168_63.batch|136|
119168_63.extern|136|
119168_64|152|
119168_64.batch|152|
119168_64.extern|152|
119168_65|120|
119168_65.batch|120|
119168_65.extern|120|
119168_66|120|
119168_66.batch|120|
119168_66.extern|120|
119168_67|112|
119168_67.batch|112|
119168_67.extern|112|
119168_68|104|
119168_68.batch|104|
119168_68.extern|104|
119168_69|104|
119168_69.batch|104|
119168_69.extern|104|
119168_70|136|
119168_70.batch|136|
119168_70.extern|136|
119168_71|128|
119168_71.batch|128|
119168_71.extern|128|
119168_72|144|
119168_72.batch|144|
119168_72.extern|144|
119168_73|152|
119168_73.batch|152|
119168_73.extern|152|
119168_74|152|
119168_74.batch|152|
119168_74.extern|152|
119168_75|144|
119168_75.batch|144|
119168_75.extern|144|
119168_76|128|
119168_76.batch|128|
119168_76.extern|128|
119168_77|184|
119168_77.batch|184|
119168_77.extern|184|
119168_78|160|
119168_78.batch|160|
119168_78.extern|160|
119168_79|120|
119168_79.batch|120|
119168_79.extern|120|
119168_80|112|
119168_80.batch|112|
119168_80.extern|112|
119168_81|152|
119168_81.batch|152|
119168_81.extern|152|
119168_82|184|
119168_82.batch|184|
119168_82.extern|184|
119168_83|136|
119168_83.batch|136|
119168_83.extern|136|
119168_84|136|
119168_84.batch|136|
119168_84.extern|136|
119168_85|152|
119168_85.batch|152|
119168_85.extern|152|
119168_86|136|
119168_86.batch|136|
119168_86.extern|136|
119168_87|112|
119168_87.batch|112|
119168_87.extern|112|
119168_88|112|
119168_88.batch|112|
119168_88.extern|112|
119168_89|112|
119168_89.batch|112|
119168_89.extern|112|
119168_90|120|
119168_90.batch|120|
119168_90.extern|120|
119168_91|120|
119168_91.batch|120|
119168_91.extern|120|
119168_92|112|
119168_92.batch|112|
119168_92.extern|120|
119168_93|184|
119168_93.batch|184|
119168_93.extern|184|
119168_94|136|
119168_94.batch|136|
119168_94.extern|136|
119168_95|136|
119168_95.batch|136|
119168_95.extern|136|
119168_96|104|
119168_96.batch|104|
119168_96.extern|112|
119168_97|96|
119168_97.batch|96|
119168_97.extern|96|
119168_98|160|
119168_98.batch|160|
119168_98.extern|160|
119168_99|144|
119168_99.batch|144|
119168_99.extern|144|
119168_100|144|
119168_100.batch|144|
119168_100.extern|144|
119168_101|136|
119168_101.batch|136|
119168_101.extern|136|
119168_102|128|
119168_102.batch|128|
119168_102.extern|128|
119168_103|160|
119168_103.batch|160|
119168_103.extern|160|
119168_104|152|
119168_104.batch|152|
119168_104.extern|152|
119168_105|128|
119168_105.batch|128|
119168_105.extern|128|
119168_106|152|
119168_106.batch|152|
119168_106.extern|152|
119168_107|128|
119168_107.batch|128|
119168_107.extern|128|
119168_108|152|
119168_108.batch|152|
119168_108.extern|152|
119168_109|128|
119168_109.batch|128|
119168_109.extern|128|
119168_110|128|
119168_110.batch|128|
119168_110.extern|128|
119168_111|136|
119168_111.batch|136|
119168_111.extern|136|
119168_112|120|
119168_112.batch|120|
119168_112.extern|120|
119168_113|112|
119168_113.batch|112|
119168_113.extern|112|
119168_114|128|
119168_114.batch|128|
119168_114.extern|128|
119168_115|120|
119168_115.batch|120|
119168_115.extern|120|
119168_116|96|
119168_116.batch|96|
119168_116.extern|96|
119168_117|112|
119168_117.batch|112|
119168_117.extern|112|
119168_118|136|
119168_118.batch|136|
119168_118.extern|136|
119168_119|144|
119168_119.batch|144|
119168_119.extern|144|
119168_120|88|
119168_120.batch|88|
119168_120.extern|88|
119168_121|104|
119168_121.batch|104|
119168_121.extern|104|
119168_122|96|
119168_122.batch|96|
119168_122.extern|96|
119168_123|96|
119168_123.batch|96|
119168_123.extern|96|
119168_124|152|
119168_124.batch|152|
119168_124.extern|152|
119179|27|
119179.batch|27|
119179.extern|27|
119294|6|
119294.batch|6|
119294.extern|6|
119293_1|15|
119293_1.batch|15|
119293_1.extern|15|
119293_2|15|
119293_2.batch|15|
119293_2.extern|15|
119293_3|28|
119293_3.batch|28|
119293_3.extern|28|
119293_4|28|
119293_4.batch|28|
119293_4.extern|28|
119293_5|28|
119293_5.batch|28|
119293_5.extern|28|
119293_6|28|
119293_6.batch|28|
119293_6.extern|28|
119293_7|28|
119293_7.batch|28|
119293_7.extern|28|
119293_8|28|
119293_8.batch|28|
119293_8.extern|28|
119293_9|28|
119293_9.batch|28|
119293_9.extern|28|
119293_10|28|
119293_10.batch|28|
119293_10.extern|28|
119293_11|28|
119293_11.batch|28|
119293_11.extern|28|
119293_12|28|
119293_12.batch|28|
119293_12.extern|28|
119293_13|28|
119293_13.batch|28|
119293_13.extern|28|
119293_14|28|
119293_14.batch|28|
119293_14.extern|28|
119293_15|28|
119293_15.batch|28|
119293_15.extern|28|
119293_16|28|
119293_16.batch|28|
119293_16.extern|28|
119293_17|28|
119293_17.batch|28|
119293_17.extern|28|
119293_18|28|
119293_18.batch|28|
119293_18.extern|28|
119293_19|28|
119293_19.batch|28|
119293_19.extern|28|
119293_20|28|
119293_20.batch|28|
119293_20.extern|28|
119293_21|28|
119293_21.batch|28|
119293_21.extern|28|
119293_22|28|
119293_22.batch|28|
119293_22.extern|28|
119293_23|28|
119293_23.batch|28|
119293_23.extern|28|
119293_24|28|
119293_24.batch|28|
119293_24.extern|28|
119293_25|28|
119293_25.batch|28|
119293_25.extern|28|
119293_26|28|
119293_26.batch|28|
119293_26.extern|28|
119293_27|28|
119293_27.batch|28|
119293_27.extern|28|
119293_28|28|
119293_28.batch|28|
119293_28.extern|28|
119293_29|28|
119293_29.batch|28|
119293_29.extern|28|
119293_30|28|
119293_30.batch|28|
119293_30.extern|28|
119293_31|25|
119293_31.batch|25|
119293_31.extern|25|
119293_32|25|
119293_32.batch|25|
119293_32.extern|25|
119293_33|25|
119293_33.batch|25|
119293_33.extern|25|
119293_34|56|
119293_34.batch|56|
119293_34.extern|56|
119293_35|56|
119293_35.batch|56|
119293_35.extern|56|
119293_36|56|
119293_36.batch|56|
119293_36.extern|56|
119293_37|56|
119293_37.batch|56|
119293_37.extern|56|
119293_38|56|
119293_38.batch|56|
119293_38.extern|56|
119293_39|55|
119293_39.batch|55|
119293_39.extern|56|
119293_40|55|
119293_40.batch|55|
119293_40.extern|56|
119293_41|15|
119293_41.batch|15|
119293_41.extern|15|
119293_42|15|
119293_42.batch|15|
119293_42.extern|15|
119293_43|54|
119293_43.batch|54|
119293_43.extern|55|
119293_44|54|
119293_44.batch|54|
119293_44.extern|55|
119293_45|55|
119293_45.batch|55|
119293_45.extern|55|
119293_46|55|
119293_46.batch|55|
119293_46.extern|55|
119293_47|55|
119293_47.batch|55|
119293_47.extern|55|
119293_48|55|
119293_48.batch|55|
119293_48.extern|55|
119293_49|54|
119293_49.batch|54|
119293_49.extern|55|
119293_50|55|
119293_50.batch|55|
119293_50.extern|55|
119293_51|50|
119293_51.batch|50|
119293_51.extern|51|
119293_52|50|
119293_52.batch|50|
119293_52.extern|51|
119293_53|50|
119293_53.batch|50|
119293_53.extern|51|
119293_54|51|
119293_54.batch|51|
119293_54.extern|51|
119293_55|51|
119293_55.batch|51|
119293_55.extern|51|
119293_56|50|
119293_56.batch|50|
119293_56.extern|51|
119293_57|51|
119293_57.batch|51|
119293_57.extern|51|
119293_58|50|
119293_58.batch|50|
119293_58.extern|51|
119293_59|24|
119293_59.batch|24|
119293_59.extern|24|
119293_60|24|
119293_60.batch|24|
119293_60.extern|24|
119293_61|24|
119293_61.batch|24|
119293_61.extern|24|
119293_62|24|
119293_62.batch|24|
119293_62.extern|24|
119293_63|24|
119293_63.batch|24|
119293_63.extern|24|
119293_64|24|
119293_64.batch|24|
119293_64.extern|24|
119293_65|24|
119293_65.batch|24|
119293_65.extern|24|
119293_66|24|
119293_66.batch|24|
119293_66.extern|24|
119293_67|24|
119293_67.batch|24|
119293_67.extern|24|
119293_68|24|
119293_68.batch|24|
119293_68.extern|24|
119293_69|24|
119293_69.batch|24|
119293_69.extern|24|
119293_70|24|
119293_70.batch|24|
119293_70.extern|24|
119293_71|24|
119293_71.batch|24|
119293_71.extern|24|
119293_72|24|
119293_72.batch|24|
119293_72.extern|24|
119293_73|24|
119293_73.batch|24|
119293_73.extern|24|
119293_74|24|
119293_74.batch|24|
119293_74.extern|24|
119293_75|51|
119293_75.batch|51|
119293_75.extern|51|
119293_76|51|
119293_76.batch|51|
119293_76.extern|51|
119293_77|51|
119293_77.batch|51|
119293_77.extern|51|
119293_78|51|
119293_78.batch|51|
119293_78.extern|51|
119293_79|51|
119293_79.batch|51|
119293_79.extern|51|
119293_80|51|
119293_80.batch|51|
119293_80.extern|51|
119293_81|51|
119293_81.batch|51|
119293_81.extern|51|
119293_82|51|
119293_82.batch|51|
119293_82.extern|51|
119293_83|51|
119293_83.batch|51|
119293_83.extern|51|
119293_84|51|
119293_84.batch|51|
119293_84.extern|51|
119293_85|51|
119293_85.batch|51|
119293_85.extern|51|
119293_86|51|
119293_86.batch|51|
119293_86.extern|51|
119293_87|51|
119293_87.batch|51|
119293_87.extern|51|
119293_88|51|
119293_88.batch|51|
119293_88.extern|51|
119293_89|51|
119293_89.batch|51|
119293_89.extern|51|
119293_90|51|
119293_90.batch|51|
119293_90.extern|51|
119293_91|51|
119293_91.batch|51|
119293_91.extern|51|
119293_92|51|
119293_92.batch|51|
119293_92.extern|51|
119293_93|51|
119293_93.batch|51|
119293_93.extern|51|
119293_94|51|
119293_94.batch|51|
119293_94.extern|51|
119293_95|51|
119293_95.batch|51|
119293_95.extern|51|
119293_96|51|
119293_96.batch|51|
119293_96.extern|51|
119293_97|51|
119293_97.batch|51|
119293_97.extern|51|
119293_98|16|
119293_98.batch|16|
119293_98.extern|16|
119293_99|16|
119293_99.batch|16|
119293_99.extern|16|
119293_100|16|
119293_100.batch|16|
119293_100.extern|16|
119395|1757|
119395.batch|1757|
119395.extern|1757|
119394_1|1080|
119394_1.batch|1080|
119394_1.extern|1080|
119674_1|200|
119674_1.batch|200|
119674_1.extern|200|
119674_2|200|
119674_2.batch|200|
119674_2.extern|200|
119674_3|0|
119674_3.batch|0|
119674_3.extern|0|
119674_4|200|
119674_4.batch|200|
119674_4.extern|200|
119674_5|200|
119674_5.batch|200|
119674_5.extern|200|
119674_6|40|
119674_6.batch|40|
119674_6.extern|40|
119674_7|0|
119674_7.batch|0|
119674_7.extern|0|
119674_8|0|
119674_8.batch|0|
119674_8.extern|40|
119674_9|0|
119674_9.batch|0|
119674_9.extern|0|
119674_10|0|
119674_10.batch|0|
119674_10.extern|0|
119674_11|0|
119674_11.batch|0|
119674_11.extern|0|
119674_12|560|
119674_12.batch|560|
119674_12.extern|560|
119674_13|0|
119674_13.batch|0|
119674_13.extern|0|
119674_14|520|
119674_14.batch|520|
119674_14.extern|520|
119674_15|520|
119674_15.batch|520|
119674_15.extern|520|
119674_16|520|
119674_16.batch|520|
119674_16.extern|520|
119674_17|560|
119674_17.batch|560|
119674_17.extern|560|
119674_18|0|
119674_18.batch|0|
119674_18.extern|0|
119674_19|560|
119674_19.batch|560|
119674_19.extern|600|
119674_20|0|
119674_20.batch|0|
119674_20.extern|0|
119674_21|560|
119674_21.batch|560|
119674_21.extern|560|
119674_22|520|
119674_22.batch|520|
119674_22.extern|520|
119674_23|520|
119674_23.batch|520|
119674_23.extern|520|
119674_24|520|
119674_24.batch|520|
119674_24.extern|520|
119674_25|520|
119674_25.batch|520|
119674_25.extern|520|
119674_26|40|
119674_26.batch|40|
119674_26.extern|40|
119674_27|480|
119674_27.batch|480|
119674_27.extern|480|
119674_28|480|
119674_28.batch|480|
119674_28.extern|480|
119674_29|520|
119674_29.batch|520|
119674_29.extern|520|
119674_30|0|
119674_30.batch|0|
119674_30.extern|0|
119674_31|0|
119674_31.batch|0|
119674_31.extern|0|
119674_32|0|
119674_32.batch|0|
119674_32.extern|0|
119674_33|0|
119674_33.batch|0|
119674_33.extern|0|
119674_34|0|
119674_34.batch|0|
119674_34.extern|0|
119674_35|0|
119674_35.batch|0|
119674_35.extern|0|
119674_36|0|
119674_36.batch|0|
119674_36.extern|0|
119674_37|0|
119674_37.batch|0|
119674_37.extern|0|
119674_38|0|
119674_38.batch|0|
119674_38.extern|0|
119674_39|0|
119674_39.batch|0|
119674_39.extern|0|
119674_40|40|
119674_40.batch|40|
119674_40.extern|40|
119674_41|0|
119674_41.batch|0|
119674_41.extern|0|
119674_42|40|
119674_42.batch|40|
119674_42.extern|40|
119674_43|0|
119674_43.batch|0|
119674_43.extern|0|
119674_44|40|
119674_44.batch|40|
119674_44.extern|40|
119674_45|0|
119674_45.batch|0|
119674_45.extern|0|
119674_46|40|
119674_46.batch|40|
119674_46.extern|40|
119674_47|0|
119674_47.batch|0|
119674_47.extern|0|
119674_48|0|
119674_48.batch|0|
119674_48.extern|0|
119674_49|0|
119674_49.batch|0|
119674_49.extern|0|
119674_50|0|
119674_50.batch|0|
119674_50.extern|0|
119674_51|0|
119674_51.batch|0|
119674_51.extern|0|
119674_52|0|
119674_52.batch|0|
119674_52.extern|0|
119674_53|0|
119674_53.batch|0|
119674_53.extern|0|
119674_54|0|
119674_54.batch|0|
119674_54.extern|0|
119674_55|520|
119674_55.batch|520|
119674_55.extern|520|
119674_56|520|
119674_56.batch|520|
119674_56.extern|520|
119674_57|520|
119674_57.batch|520|
119674_57.extern|520|
119674_58|480|
119674_58.batch|480|
119674_58.extern|480|
119674_59|520|
119674_59.batch|520|
119674_59.extern|520|
119674_60|520|
119674_60.batch|520|
119674_60.extern|520|
119674_61|0|
119674_61.batch|0|
119674_61.extern|0|
119674_62|560|
119674_62.batch|560|
119674_62.extern|560|
119674_63|520|
119674_63.batch|520|
119674_63.extern|520|
119674_64|520|
119674_64.batch|520|
119674_64.extern|520|
119674_65|520|
119674_65.batch|520|
119674_65.extern|520|
119674_66|480|
119674_66.batch|480|
119674_66.extern|480|
119674_67|480|
119674_67.batch|480|
119674_67.extern|480|
119674_68|0|
119674_68.batch|0|
119674_68.extern|0|
119674_69|520|
119674_69.batch|520|
119674_69.extern|520|
119674_70|480|
119674_70.batch|480|
119674_70.extern|480|
119674_71|480|
119674_71.batch|480|
119674_71.extern|480|
119674_72|520|
119674_72.batch|520|
119674_72.extern|520|
119674_73|40|
119674_73.batch|40|
119674_73.extern|40|
119674_74|480|
119674_74.batch|480|
119674_74.extern|480|
119674_75|480|
119674_75.batch|480|
119674_75.extern|480|
119674_76|0|
119674_76.batch|0|
119674_76.extern|0|
119674_77|480|
119674_77.batch|480|
119674_77.extern|480|
119674_78|480|
119674_78.batch|480|
119674_78.extern|480|
119674_79|480|
119674_79.batch|480|
119674_79.extern|480|
119674_80|0|
119674_80.batch|0|
119674_80.extern|0|
119674_81|480|
119674_81.batch|480|
119674_81.extern|480|
119674_82|520|
119674_82.batch|520|
119674_82.extern|520|
119674_83|0|
119674_83.batch|0|
119674_83.extern|0|
119674_84|520|
119674_84.batch|520|
119674_84.extern|520|
119674_85|480|
119674_85.batch|480|
119674_85.extern|480|
119674_86|480|
119674_86.batch|480|
119674_86.extern|480|
119674_87|0|
119674_87.batch|0|
119674_87.extern|0|
119674_88|480|
119674_88.batch|480|
119674_88.extern|480|
119674_89|480|
119674_89.batch|480|
119674_89.extern|480|
119674_90|0|
119674_90.batch|0|
119674_90.extern|0|
119674_91|480|
119674_91.batch|480|
119674_91.extern|480|
119674_92|0|
119674_92.batch|0|
119674_92.extern|0|
119674_93|480|
119674_93.batch|480|
119674_93.extern|480|
119674_94|440|
119674_94.batch|440|
119674_94.extern|440|
119674_95|480|
119674_95.batch|480|
119674_95.extern|480|
119674_96|480|
119674_96.batch|480|
119674_96.extern|480|
119674_97|480|
119674_97.batch|480|
119674_97.extern|480|
119674_98|0|
119674_98.batch|0|
119674_98.extern|0|
119674_99|480|
119674_99.batch|480|
119674_99.extern|480|
119674_100|480|
119674_100.batch|480|
119674_100.extern|480|
119674_101|480|
119674_101.batch|480|
119674_101.extern|480|
119674_102|480|
119674_102.batch|480|
119674_102.extern|480|
119674_103|0|
119674_103.batch|0|
119674_103.extern|0|
119674_104|480|
119674_104.batch|480|
119674_104.extern|480|
119674_105|480|
119674_105.batch|480|
119674_105.extern|480|
119674_106|480|
119674_106.batch|480|
119674_106.extern|480|
119674_107|480|
119674_107.batch|480|
119674_107.extern|480|
119674_108|480|
119674_108.batch|480|
119674_108.extern|480|
119674_109|0|
119674_109.batch|0|
119674_109.extern|0|
119674_110|480|
119674_110.batch|480|
119674_110.extern|480|
119674_111|480|
119674_111.batch|480|
119674_111.extern|480|
119674_112|480|
119674_112.batch|480|
119674_112.extern|480|
119674_113|480|
119674_113.batch|480|
119674_113.extern|480|
119674_114|520|
119674_114.batch|520|
119674_114.extern|520|
119674_115|40|
119674_115.batch|40|
119674_115.extern|40|
119674_116|520|
119674_116.batch|520|
119674_116.extern|520|
119674_117|480|
119674_117.batch|480|
119674_117.extern|480|
119674_118|480|
119674_118.batch|480|
119674_118.extern|480|
119674_119|0|
119674_119.batch|0|
119674_119.extern|0|
119674_120|440|
119674_120.batch|440|
119674_120.extern|440|
119674_121|480|
119674_121.batch|480|
119674_121.extern|480|
119674_122|0|
119674_122.batch|0|
119674_122.extern|0|
119674_123|480|
119674_123.batch|480|
119674_123.extern|480|
119674_124|480|
119674_124.batch|480|
119674_124.extern|480|
119674_125|520|
119674_125.batch|520|
119674_125.extern|520|
119674_126|40|
119674_126.batch|40|
119674_126.extern|40|
119674_127|440|
119674_127.batch|440|
119674_127.extern|440|
119674_128|0|
119674_128.batch|0|
119674_128.extern|0|
119674_129|480|
119674_129.batch|480|
119674_129.extern|480|
119674_130|480|
119674_130.batch|480|
119674_130.extern|480|
119674_131|0|
119674_131.batch|0|
119674_131.extern|0|
119674_132|480|
119674_132.batch|480|
119674_132.extern|480|
119674_133|480|
119674_133.batch|480|
119674_133.extern|480|
119674_134|480|
119674_134.batch|480|
119674_134.extern|480|
119674_135|440|
119674_135.batch|440|
119674_135.extern|440|
119674_136|0|
119674_136.batch|0|
119674_136.extern|0|
119674_137|0|
119674_137.batch|0|
119674_137.extern|0|
119674_138|480|
119674_138.batch|480|
119674_138.extern|480|
119674_139|520|
119674_139.batch|520|
119674_139.extern|520|
119674_140|480|
119674_140.batch|480|
119674_140.extern|480|
119674_141|520|
119674_141.batch|520|
119674_141.extern|520|
119674_142|440|
119674_142.batch|440|
119674_142.extern|440|
119674_143|40|
119674_143.batch|40|
119674_143.extern|40|
119674_144|480|
119674_144.batch|480|
119674_144.extern|480|
119674_145|480|
119674_145.batch|480|
119674_145.extern|480|
119674_146|480|
119674_146.batch|480|
119674_146.extern|480|
119674_147|480|
119674_147.batch|480|
119674_147.extern|480|
119674_148|440|
119674_148.batch|440|
119674_148.extern|440|
119674_149|0|
119674_149.batch|0|
119674_149.extern|0|
119674_150|480|
119674_150.batch|480|
119674_150.extern|480|
119674_151|480|
119674_151.batch|480|
119674_151.extern|480|
119674_152|440|
119674_152.batch|440|
119674_152.extern|480|
119674_153|480|
119674_153.batch|480|
119674_153.extern|480|
119674_154|480|
119674_154.batch|480|
119674_154.extern|480|
119674_155|40|
119674_155.batch|40|
119674_155.extern|40|
119674_156|0|
119674_156.batch|0|
119674_156.extern|0|
119674_157|480|
119674_157.batch|480|
119674_157.extern|480|
119674_158|480|
119674_158.batch|480|
119674_158.extern|480|
119674_159|440|
119674_159.batch|440|
119674_159.extern|440|
119674_160|480|
119674_160.batch|480|
119674_160.extern|480|
119674_161|440|
119674_161.batch|440|
119674_161.extern|440|
119674_162|40|
119674_162.batch|40|
119674_162.extern|40|
119674_163|480|
119674_163.batch|480|
119674_163.extern|480|
119674_164|480|
119674_164.batch|480|
119674_164.extern|480|
119674_165|440|
119674_165.batch|440|
119674_165.extern|440|
119674_166|480|
119674_166.batch|480|
119674_166.extern|480|
119674_167|440|
119674_167.batch|440|
119674_167.extern|440|
119674_168|0|
119674_168.batch|0|
119674_168.extern|0|
119674_169|0|
119674_169.batch|0|
119674_169.extern|0|
119674_170|480|
119674_170.batch|480|
119674_170.extern|480|
119674_171|480|
119674_171.batch|480|
119674_171.extern|480|
119674_172|480|
119674_172.batch|480|
119674_172.extern|480|
119674_173|480|
119674_173.batch|480|
119674_173.extern|480|
119674_174|40|
119674_174.batch|40|
119674_174.extern|40|
119674_175|480|
119674_175.batch|480|
119674_175.extern|480|
119674_176|0|
119674_176.batch|0|
119674_176.extern|0|
119674_177|480|
119674_177.batch|480|
119674_177.extern|480|
119674_178|480|
119674_178.batch|480|
119674_178.extern|480|
119674_179|480|
119674_179.batch|480|
119674_179.extern|480|
119674_180|480|
119674_180.batch|480|
119674_180.extern|480|
119674_181|0|
119674_181.batch|0|
119674_181.extern|0|
119674_182|480|
119674_182.batch|480|
119674_182.extern|480|
119674_183|0|
119674_183.batch|0|
119674_183.extern|0|
119674_184|480|
119674_184.batch|480|
119674_184.extern|480|
119674_185|480|
119674_185.batch|480|
119674_185.extern|480|
119674_186|480|
119674_186.batch|480|
119674_186.extern|480|
119674_187|480|
119674_187.batch|480|
119674_187.extern|480|
119674_188|0|
119674_188.batch|0|
119674_188.extern|0|
119674_189|440|
119674_189.batch|440|
119674_189.extern|440|
119674_190|0|
119674_190.batch|0|
119674_190.extern|0|
119674_191|520|
119674_191.batch|520|
119674_191.extern|520|
119674_192|480|
119674_192.batch|480|
119674_192.extern|480|
119674_193|480|
119674_193.batch|480|
119674_193.extern|480|
119674_194|480|
119674_194.batch|480|
119674_194.extern|480|
119674_195|0|
119674_195.batch|0|
119674_195.extern|0|
119674_196|440|
119674_196.batch|440|
119674_196.extern|440|
119674_197|0|
119674_197.batch|0|
119674_197.extern|0|
119674_198|480|
119674_198.batch|480|
119674_198.extern|480|
119674_199|480|
119674_199.batch|480|
119674_199.extern|480|
119674_200|480|
119674_200.batch|480|
119674_200.extern|480|
119674_201|0|
119674_201.batch|0|
119674_201.extern|0|
119674_202|440|
119674_202.batch|440|
119674_202.extern|440|
119674_203|480|
119674_203.batch|480|
119674_203.extern|480|
119674_204|480|
119674_204.batch|480|
119674_204.extern|480|
119674_205|480|
119674_205.batch|480|
119674_205.extern|480|
119674_206|480|
119674_206.batch|480|
119674_206.extern|480|
119674_207|0|
119674_207.batch|0|
119674_207.extern|0|
119674_208|0|
119674_208.batch|0|
119674_208.extern|0|
119674_209|480|
119674_209.batch|480|
119674_209.extern|480|
119674_210|440|
119674_210.batch|440|
119674_210.extern|440|
119674_211|480|
119674_211.batch|480|
119674_211.extern|480|
119674_212|480|
119674_212.batch|480|
119674_212.extern|480|
119674_213|480|
119674_213.batch|480|
119674_213.extern|480|
119674_214|480|
119674_214.batch|480|
119674_214.extern|480|
119674_215|40|
119674_215.batch|40|
119674_215.extern|40|
119674_216|0|
119674_216.batch|0|
119674_216.extern|0|
119674_217|40|
119674_217.batch|40|
119674_217.extern|40|
119674_218|0|
119674_218.batch|0|
119674_218.extern|0|
119674_219|40|
119674_219.batch|40|
119674_219.extern|40|
119674_220|0|
119674_220.batch|0|
119674_220.extern|0|
119674_221|0|
119674_221.batch|0|
119674_221.extern|0|
119674_222|0|
119674_222.batch|0|
119674_222.extern|0|
119674_223|0|
119674_223.batch|0|
119674_223.extern|0|
119674_224|0|
119674_224.batch|0|
119674_224.extern|0|
119674_225|0|
119674_225.batch|0|
119674_225.extern|0|
119674_226|480|
119674_226.batch|480|
119674_226.extern|480|
119674_227|480|
119674_227.batch|480|
119674_227.extern|480|
119674_228|480|
119674_228.batch|480|
119674_228.extern|480|
119674_229|440|
119674_229.batch|440|
119674_229.extern|440|
119674_230|440|
119674_230.batch|440|
119674_230.extern|440|
119674_231|480|
119674_231.batch|480|
119674_231.extern|480|
119674_232|0|
119674_232.batch|0|
119674_232.extern|0|
119674_233|0|
119674_233.batch|0|
119674_233.extern|0|
119674_234|480|
119674_234.batch|480|
119674_234.extern|480|
119674_235|480|
119674_235.batch|480|
119674_235.extern|480|
119674_236|440|
119674_236.batch|440|
119674_236.extern|440|
119674_237|440|
119674_237.batch|440|
119674_237.extern|440|
119674_238|480|
119674_238.batch|480|
119674_238.extern|480|
119674_239|0|
119674_239.batch|0|
119674_239.extern|0|
119674_240|480|
119674_240.batch|480|
119674_240.extern|480|
119674_241|480|
119674_241.batch|480|
119674_241.extern|480|
119674_242|480|
119674_242.batch|480|
119674_242.extern|480|
119674_243|480|
119674_243.batch|480|
119674_243.extern|480|
119674_244|440|
119674_244.batch|440|
119674_244.extern|440|
119674_245|40|
119674_245.batch|40|
119674_245.extern|40|
119674_246|480|
119674_246.batch|480|
119674_246.extern|480|
119674_247|480|
119674_247.batch|480|
119674_247.extern|480|
119674_248|480|
119674_248.batch|480|
119674_248.extern|480|
119674_249|480|
119674_249.batch|480|
119674_249.extern|480|
119674_250|480|
119674_250.batch|480|
119674_250.extern|480|
119674_251|480|
119674_251.batch|480|
119674_251.extern|480|
119674_252|40|
119674_252.batch|40|
119674_252.extern|40|
119674_253|480|
119674_253.batch|480|
119674_253.extern|480|
119674_254|480|
119674_254.batch|480|
119674_254.extern|480|
119674_255|480|
119674_255.batch|480|
119674_255.extern|480|
119674_256|480|
119674_256.batch|480|
119674_256.extern|480|
119674_257|480|
119674_257.batch|480|
119674_257.extern|480|
119674_258|0|
119674_258.batch|0|
119674_258.extern|0|
119674_259|0|
119674_259.batch|0|
119674_259.extern|0|
119674_260|440|
119674_260.batch|440|
119674_260.extern|440|
119674_261|480|
119674_261.batch|480|
119674_261.extern|480|
119674_262|440|
119674_262.batch|440|
119674_262.extern|440|
119674_263|480|
119674_263.batch|480|
119674_263.extern|480|
119674_264|0|
119674_264.batch|0|
119674_264.extern|0|
119674_265|440|
119674_265.batch|440|
119674_265.extern|440|
119674_266|0|
119674_266.batch|0|
119674_266.extern|0|
119674_267|480|
119674_267.batch|480|
119674_267.extern|480|
119674_268|480|
119674_268.batch|480|
119674_268.extern|480|
119674_269|440|
119674_269.batch|440|
119674_269.extern|440|
119674_270|440|
119674_270.batch|440|
119674_270.extern|440|
119674_271|480|
119674_271.batch|480|
119674_271.extern|480|
119674_272|0|
119674_272.batch|0|
119674_272.extern|0|
119674_273|480|
119674_273.batch|480|
119674_273.extern|480|
119674_274|480|
119674_274.batch|480|
119674_274.extern|480|
119674_275|440|
119674_275.batch|440|
119674_275.extern|440|
119674_276|440|
119674_276.batch|440|
119674_276.extern|440|
119674_277|480|
119674_277.batch|480|
119674_277.extern|480|
119674_278|40|
119674_278.batch|40|
119674_278.extern|40|
119674_279|480|
119674_279.batch|480|
119674_279.extern|480|
119674_280|480|
119674_280.batch|480|
119674_280.extern|480|
119674_281|480|
119674_281.batch|480|
119674_281.extern|480|
119674_282|440|
119674_282.batch|440|
119674_282.extern|440|
119674_283|480|
119674_283.batch|480|
119674_283.extern|480|
