species,method,genome_coverage,hic_coverage,grouping,order,orientation,accuracy,edit_distance,seconds,scaffold_count,scaffold_largest,scaffold_n50,reference_count,reference_largest,reference_n50
ltarentolae,3d_dna,70x,100x,0.10545989305598401,0.538196467987462,0.48309375771512203,0.5258597709981131,496.0,478,403,21507947,21507947,37.0,2677755.0,1086296.0
ltarentolae,3d_dna,80x,100x,0.10699776410975001,0.5640110296230211,0.534794458765627,0.567974661543727,299.0,555,277,20924625,20924625,37.0,2677755.0,1086296.0
ltarentolae,3d_dna,90x,100x,0.11852173116990102,0.633490539101212,0.6010439297937771,0.620771606023334,180.0,568,241,15861921,14058000,37.0,2677755.0,1086296.0
scerevisiae,3d_dna,100kb,1000x,0.07516658347067001,0.935315767695116,0.935315767695116,0.902509314511966,21.0,735,15,12060720,12060720,17.0,1531933.0,924431.0
scerevisiae,3d_dna,100kb,100x,0.22938570008001802,0.8897454401906291,0.8897454401906291,0.8929873107125421,33.0,164,33,5215162,4126660,17.0,1531933.0,924431.0
scerevisiae,3d_dna,100kb,10x,0.29963618134936304,0.85797825807044,0.85797825807044,0.8559774716102231,41.0,77,41,4102277,3226166,17.0,1531933.0,924431.0
scerevisiae,3d_dna,100kb,1x,0.133571036994397,0.018155976536647002,0.018155976536647002,0.085877188689247,305.0,64,227,3004095,100000,17.0,1531933.0,924431.0
scerevisiae,3d_dna,100kb,500x,0.15538613559692702,0.9430660543804601,0.9430660543804601,0.9022335909741671,21.0,457,16,8003232,8003232,17.0,1531933.0,924431.0
scerevisiae,3d_dna,100kb,50x,0.14745450156557202,0.877353033319847,0.877353033319847,0.88088459382394,34.0,109,35,7079099,7079099,17.0,1531933.0,924431.0
scerevisiae,3d_dna,100kb,5x,0.28301781331770504,0.758258662445767,0.758258662445767,0.7648003369223181,75.0,66,65,5029207,3148921,17.0,1531933.0,924431.0
scerevisiae,3d_dna,100x,100x,0.159858022484813,0.016010430240365,0.016010430240365,0.156433699128723,30.0,159,48,8901500,8901500,17.0,1531933.0,924431.0
scerevisiae,3d_dna,10kb,100x,0.27958254923616305,0.288502972441597,0.28767046651509204,0.5129521139897071,1188.0,120,1226,12693698,12693698,17.0,1531933.0,924431.0
scerevisiae,3d_dna,10x,100x,0.117789863604254,0.283390898094648,0.23999389453031203,0.275810056749344,333.0,92,224,3280000,1666948,17.0,1531933.0,924431.0
scerevisiae,3d_dna,1mb,100x,0.150923996101389,0.226491591277301,0.226491591277301,0.281811788250574,28.0,191,28,6644685,6644685,17.0,1531933.0,924431.0
scerevisiae,3d_dna,20x,1000x,0.14721830727746502,0.7024375308737121,0.6729512680417871,0.674413005663795,51.0,744,41,7272244,7272244,17.0,1531933.0,924431.0
scerevisiae,3d_dna,20x,100x,0.16583041576683302,0.6608551339390131,0.6259534734010731,0.666866032801088,58.0,177,55,7038475,7038475,17.0,1531933.0,924431.0
scerevisiae,3d_dna,20x,10x,0.21864899082787,0.625024098592958,0.5782762686202361,0.620505161463894,71.0,82,70,8736640,8736640,17.0,1531933.0,924431.0
scerevisiae,3d_dna,20x,1x,0.16385356763553802,0.008882018836081002,0.008882018836081002,0.085811743786648,286.0,62,225,2982946,88151,17.0,1531933.0,924431.0
scerevisiae,3d_dna,20x,500x,0.156886165519725,0.7283538202216171,0.6909166130438571,0.709064167284841,49.0,514,41,6265650,6265650,17.0,1531933.0,924431.0
scerevisiae,3d_dna,20x,50x,0.16978900015848,0.65498976459108,0.6069793003145121,0.6387131517914211,63.0,145,57,7238656,7238656,17.0,1531933.0,924431.0
scerevisiae,3d_dna,20x,5x,0.31267209553025305,0.44367891528055703,0.39481348100734004,0.42575878890927304,112.0,79,95,5790171,3103943,17.0,1531933.0,924431.0
scerevisiae,3d_dna,30x,100x,0.176566476444096,0.36334836835660506,0.36334836835660506,0.40337142396901504,34.0,196,52,7431391,7431391,17.0,1531933.0,924431.0
scerevisiae,3d_dna,40x,100x,0.219711208340048,0.320184425308344,0.310880769532404,0.40087794136791705,34.0,191,40,5407764,4423000,17.0,1531933.0,924431.0
scerevisiae,3d_dna,500kb,100x,0.15764857942367502,0.583200887377478,0.583200887377478,0.592013805918432,29.0,165,30,8652000,8652000,17.0,1531933.0,924431.0
scerevisiae,3d_dna,50kb,100x,0.14907152908933702,0.9336214527620921,0.9300198753357041,0.9281771852756061,33.0,161,32,6402500,6402500,17.0,1531933.0,924431.0
scerevisiae,3d_dna,50x,100x,0.167191457812012,0.17766601455157302,0.17766601455157302,0.222097390086808,41.0,193,51,8352600,8352600,17.0,1531933.0,924431.0
scerevisiae,3d_dna,60x,100x,0.15437214514302403,0.049574126402174006,0.049574126402174006,0.14559501197584002,35.0,159,38,6955248,6955248,17.0,1531933.0,924431.0
scerevisiae,3d_dna,70x,100x,0.148239980489195,0.127448598584773,0.11749082790963901,0.253133930888547,35.0,186,44,8964928,8964928,17.0,1531933.0,924431.0
scerevisiae,3d_dna,80x,100x,0.20053192952186902,0.047558935263664004,0.047558935263664004,0.15030987572355,40.0,196,58,9276500,9276500,17.0,1531933.0,924431.0
scerevisiae,3d_dna,90x,100x,0.15917666736651,0.04799273524684,0.04799273524684,0.11858304240895201,35.0,158,47,7306000,7306000,17.0,1531933.0,924431.0
athaliana,allhic,100kb,1000x,0.9936428027272921,0.9891544866136781,0.9891544866136781,0.990879171118022,19.0,888,5,30357971,23182930,7.0,30427671.0,23459830.0
athaliana,allhic,100kb,100x,0.9928034216441631,0.988707354965587,0.988707354965587,0.9900140955618131,22.0,503,5,30458071,23182930,7.0,30427671.0,23459830.0
athaliana,allhic,100kb,10x,0.9935887763098121,0.986978466840786,0.982722499988334,0.9844958479864271,27.0,478,5,30357971,22782530,7.0,30427671.0,23459830.0
athaliana,allhic,100kb,1x,0.8300914299761251,0.772815642305382,0.6764409381765161,0.7309323204703211,301.0,498,5,30496497,28756371,7.0,30427671.0,23459830.0
athaliana,allhic,100kb,500x,0.9927974174909591,0.985891492817739,0.985891492817739,0.9882259851790991,23.0,679,5,30357971,23182930,7.0,30427671.0,23459830.0
athaliana,allhic,100kb,50x,0.9928034216441631,0.988707354965587,0.988707354965587,0.9900140955618131,22.0,524,5,30458071,23182930,7.0,30427671.0,23459830.0
athaliana,allhic,100kb,5x,0.9936732046693291,0.987213388924382,0.980813630928787,0.9826102686307491,24.0,448,5,29857471,22382130,7.0,30427671.0,23459830.0
athaliana,allhic,100x,100x,0.41972123913941506,0.31397019331997,0.211326667076001,0.15605732224590801,2190.0,2844,5,65201548,51382036,7.0,30427671.0,23459830.0
athaliana,allhic,10kb,100x,0.980943108219368,0.866853374902901,0.8384722123106411,0.86682902241554,1574.0,122182,5,29893571,23290330,7.0,30427671.0,23459830.0
athaliana,allhic,10x,100x,0.8103903486571811,0.751248517054796,0.548395082124222,0.628706791576873,1060.0,3674,5,13073752,11456376,7.0,30427671.0,23459830.0
athaliana,allhic,1mb,100x,0.9935274225568331,0.9790280994887701,0.9790280994887701,0.970260261617873,10.0,93,5,30430671,21461930,7.0,30427671.0,23459830.0
athaliana,allhic,20x,1000x,0.7784307807484231,0.6201536864067481,0.504093286502575,0.515966392177102,1176.0,2875,5,27290524,24867685,7.0,30427671.0,23459830.0
athaliana,allhic,20x,100x,0.5230775845932001,0.6203126293894311,0.503617814840649,0.515824455231475,1233.0,3456,5,51977172,24689457,7.0,30427671.0,23459830.0
athaliana,allhic,20x,10x,0.47466085716419704,0.592989221483745,0.440460647243589,0.46141872585612104,1394.0,3136,5,33417351,29569472,7.0,30427671.0,23459830.0
athaliana,allhic,20x,1x,0.19058850572156702,0.44341371778861105,0.27198956190337004,0.29122856102501804,1167.0,5744,5,105004628,105004628,7.0,30427671.0,23459830.0
athaliana,allhic,20x,500x,0.7395587778857831,0.6300250581320951,0.5129069751862051,0.528907088061351,1174.0,3373,5,28329700,26007756,7.0,30427671.0,23459830.0
athaliana,allhic,20x,50x,0.6783682331656501,0.616870760866643,0.48609914994201603,0.506298069212696,1282.0,3511,5,38846103,28771810,7.0,30427671.0,23459830.0
athaliana,allhic,20x,5x,0.37089064843580805,0.5506472774130451,0.39614615456948804,0.42613523070290604,1451.0,3275,5,40741539,28624479,7.0,30427671.0,23459830.0
athaliana,allhic,30x,100x,0.6047441566606621,0.415761144743827,0.24009193201647402,0.226545361397671,1745.0,2332,5,41360348,31446281,7.0,30427671.0,23459830.0
athaliana,allhic,40x,100x,0.29533433316185104,0.365190850272673,0.21275447500608902,0.182980464888192,2146.0,6339,5,89848708,39204188,7.0,30427671.0,23459830.0
athaliana,allhic,500kb,100x,0.9927396242899531,0.993478079246859,0.993478079246859,0.989927013589283,11.0,107,5,30433671,22964330,7.0,30427671.0,23459830.0
athaliana,allhic,50kb,100x,0.9932897805061981,0.9790761319477501,0.9763271260685321,0.9796042388096401,63.0,2161,5,30338171,23361008,7.0,30427671.0,23459830.0
athaliana,allhic,50x,100x,0.382417278404852,0.34373948503852203,0.223152605344964,0.175402406698027,2261.0,5680,5,93114669,50689918,7.0,30427671.0,23459830.0
athaliana,allhic,60x,100x,0.315032682042413,0.31806469576379703,0.189572672411766,0.143071095891268,2309.0,5065,5,106250752,42950446,7.0,30427671.0,23459830.0
athaliana,allhic,70x,100x,0.409389495992922,0.32435804246093,0.21130865455078301,0.156361000201512,2445.0,4242,5,81027284,47930007,7.0,30427671.0,23459830.0
athaliana,allhic,80x,100x,0.37930235551225605,0.32818445798656204,0.20375206499376403,0.159143124367765,2330.0,3486,5,62694176,47123868,7.0,30427671.0,23459830.0
athaliana,allhic,90x,100x,0.38358907098306405,0.316342546559157,0.19500510594130602,0.14468681531632202,2293.0,4090,5,89216296,48331355,7.0,30427671.0,23459830.0
hsapiens,allhic,100kb,100x,0.9361342385041931,0.8960619286636441,0.890021092973668,0.906404128627552,2965.0,112247,23,239132329,157403173,25.0,248956422.0,156040895.0
hsapiens,allhic,100kb,10x,0.9220527252289821,0.901753922810498,0.8903722824629491,0.9113902934776701,2751.0,74371,23,235335000,156602373,25.0,248956422.0,156040895.0
hsapiens,allhic,100kb,1x,0.7814172032237341,0.613604049928362,0.439039481182792,0.5269233484119981,13355.0,101353,23,360460000,173495069,25.0,248956422.0,156040895.0
hsapiens,allhic,100kb,50x,0.9462602337536901,0.8944345514285821,0.8878456208456941,0.905693710345403,2978.0,89308,23,239332529,156502273,25.0,248956422.0,156040895.0
hsapiens,allhic,100kb,5x,0.9062603644561771,0.8565939585553961,0.8215868099800061,0.864483466237372,4043.0,75395,23,241734929,169969700,25.0,248956422.0,156040895.0
hsapiens,allhic,100x,100x,0.634708880928846,0.18085437195568202,0.119280460387367,0.17302781634844902,5703.0,8526,23,396937035,242545874,25.0,248956422.0,156040895.0
hsapiens,allhic,10kb,100x,,,,,,1448,,,,25.0,248956422.0,156040895.0
hsapiens,allhic,10x,100x,0.168569509888015,0.45597452504913005,0.20708272318245102,0.260150842404416,19068.0,122742,23,44719660,21446394,25.0,248956422.0,156040895.0
hsapiens,allhic,1mb,100x,0.968299483782814,0.979985702124986,0.9789705163808251,0.97512681430131,215.0,3822,23,241217629,159361873,25.0,248956422.0,156040895.0
hsapiens,allhic,20x,100x,,,,,,755349,23,148739341,98193691,25.0,248956422.0,156040895.0
hsapiens,allhic,30x,100x,0.905807245843624,0.748410050697996,0.6838964508063511,0.745366665703844,15486.0,250472,23,194456087,128720422,25.0,248956422.0,156040895.0
hsapiens,allhic,30x,10x,,,,,,,,,,25.0,248956422.0,156040895.0
hsapiens,allhic,30x,1x,,,,,,,,,,25.0,248956422.0,156040895.0
hsapiens,allhic,30x,50x,0.8473105903129741,0.7286364850965631,0.6516844260208481,0.722248185508726,16902.0,236264,23,202197447,143540203,25.0,248956422.0,156040895.0
hsapiens,allhic,30x,5x,,,,,,,,,,25.0,248956422.0,156040895.0
hsapiens,allhic,40x,100x,0.7105500427632091,0.626303090740642,0.5900611798063641,0.610095346321415,8216.0,51060,23,215099689,156259130,25.0,248956422.0,156040895.0
hsapiens,allhic,500kb,100x,0.9706258932252381,0.971926841500315,0.9685533522486651,0.9667180790934131,349.0,7845,23,239241329,159877873,25.0,248956422.0,156040895.0
hsapiens,allhic,50kb,100x,0.9408868247508541,0.808222691192075,0.8006421101396161,0.8342085962043481,9925.0,428567,23,238175300,156007273,25.0,248956422.0,156040895.0
hsapiens,allhic,50x,100x,0.6203127779684411,0.37232293676127004,0.33759108772859003,0.34564247245287705,7943.0,25127,23,250708318,150096586,25.0,248956422.0,156040895.0
hsapiens,allhic,60x,100x,0.479425701287975,0.32493955693815,0.286643300634757,0.29250306319193803,8151.0,21531,23,254057800,160840651,25.0,248956422.0,156040895.0
hsapiens,allhic,70x,100x,0.583427999293333,0.183102777888407,0.13528337075442,0.139007862219374,8680.0,18473,23,358901432,184290521,25.0,248956422.0,156040895.0
hsapiens,allhic,80x,100x,0.5485271500930591,0.16693689569737602,0.120044607420814,0.12443167438808402,7491.0,14854,23,597865399,176768348,25.0,248956422.0,156040895.0
hsapiens,allhic,90x,100x,0.694807383934085,0.19758749189107702,0.129636671384377,0.18175898980385802,5684.0,10640,23,403321344,170933241,25.0,248956422.0,156040895.0
ltarentolae,allhic,100kb,1000x,0.9390368632126931,0.9840951524708411,0.9760545951241111,0.972263007269042,20.0,619,36,1842903,1000900,37.0,2677755.0,1086296.0
ltarentolae,allhic,100kb,100x,0.9482185462936681,0.9874996365713221,0.9794590792245921,0.9757854822788831,19.0,397,36,1955569,1000900,37.0,2677755.0,1086296.0
ltarentolae,allhic,100kb,10x,0.9127510695123561,0.980624722035294,0.9702494454711941,0.964597786011787,23.0,418,36,1955569,876826,37.0,2677755.0,1086296.0
ltarentolae,allhic,100kb,1x,0.8686682170224941,0.9117246202455961,0.7838673849691551,0.820643641698053,68.0,376,36,1689034,1000900,37.0,2677755.0,1086296.0
ltarentolae,allhic,100kb,500x,0.9482466269450751,0.9875245687239291,0.9795000483831591,0.97778803948347,18.0,526,36,1955569,1000900,37.0,2677755.0,1086296.0
ltarentolae,allhic,100kb,50x,0.938598113933485,0.9874996365713221,0.9828635633250721,0.9793561864552671,18.0,408,36,1955569,1000900,37.0,2677755.0,1086296.0
ltarentolae,allhic,100kb,5x,0.9026839078033211,0.9792022555876101,0.969935851565176,0.9649949591090631,23.0,362,36,2055669,886818,37.0,2677755.0,1086296.0
ltarentolae,allhic,100x,100x,0.871799672148141,0.6687859552256451,0.6220286804816291,0.5862629954485921,209.0,416,36,2683345,922157,37.0,2677755.0,1086296.0
ltarentolae,allhic,10kb,100x,0.9469122047468671,0.9621145237597041,0.939548920533074,0.9506582215556021,179.0,849,36,1929000,1020000,37.0,2677755.0,1086296.0
ltarentolae,allhic,10x,100x,0.585890728497633,0.6823979967445061,0.29448641022803,0.42047138325863104,280.0,374,36,372060,112184,37.0,2677755.0,1086296.0
ltarentolae,allhic,1mb,100x,0.036341685516650006,0.9997324688569211,0.9997324688569211,0.37612628009807403,43.0,25,1,32231425,32231425,37.0,2677755.0,1086296.0
ltarentolae,allhic,20x,100x,0.8817467111899651,0.8808928820241071,0.6097977453992091,0.7307206009297481,444.0,517,36,1285746,612743,37.0,2677755.0,1086296.0
ltarentolae,allhic,30x,100x,0.861479823240988,0.8901725739538381,0.7948686104004421,0.8394194727522091,224.0,476,36,1764395,850074,37.0,2677755.0,1086296.0
ltarentolae,allhic,40x,100x,0.9535179585605751,0.8999300143692911,0.77551878880872,0.8343419148555731,229.0,492,36,2264203,1136883,37.0,2677755.0,1086296.0
ltarentolae,allhic,500kb,100x,0.036341685516650006,0.9998471748649601,0.9998471748649601,0.639715505246165,43.0,33,1,32234925,32234925,37.0,2677755.0,1086296.0
ltarentolae,allhic,50kb,100x,0.946224871637901,0.9776990143781981,0.9703559839460881,0.9752909320895791,31.0,455,36,1903700,1001900,37.0,2677755.0,1086296.0
ltarentolae,allhic,50x,1000x,0.8378686214366741,0.8324221864393531,0.770088709446858,0.74938747950002,181.0,594,36,1648209,997065,37.0,2677755.0,1086296.0
ltarentolae,allhic,50x,100x,0.8019183772460221,0.856465502973885,0.766316046327917,0.7637020995003571,183.0,427,36,1845458,816927,37.0,2677755.0,1086296.0
ltarentolae,allhic,50x,10x,0.763528477702294,0.792224780378811,0.619037187277324,0.652746898580515,270.0,392,36,3705477,1167812,37.0,2677755.0,1086296.0
ltarentolae,allhic,50x,1x,0.5810048300790921,0.5647603299157631,0.252005465953517,0.36330328594336503,256.0,349,36,1777865,1199501,37.0,2677755.0,1086296.0
ltarentolae,allhic,50x,500x,0.825558473444812,0.8450031349164561,0.772364504745187,0.7327496285799621,180.0,492,36,1648209,997065,37.0,2677755.0,1086296.0
ltarentolae,allhic,50x,50x,0.725663791145706,0.828289092607402,0.713077003073992,0.7379872894387141,206.0,395,36,2040887,829074,37.0,2677755.0,1086296.0
ltarentolae,allhic,50x,5x,0.7721671906243961,0.737541882693725,0.5245007483134201,0.562358370313438,313.0,390,36,2264009,1355304,37.0,2677755.0,1086296.0
ltarentolae,allhic,60x,100x,0.88596505220608,0.812607314925037,0.720646784964031,0.709617772033822,158.0,405,36,2643076,847945,37.0,2677755.0,1086296.0
ltarentolae,allhic,70x,100x,0.8362643065178471,0.858324775948593,0.780525235263642,0.768053167782591,231.0,451,36,1827971,878760,37.0,2677755.0,1086296.0
ltarentolae,allhic,80x,100x,0.854467142189897,0.797538868226905,0.750804538334487,0.759391906189108,184.0,391,36,2026047,1016498,37.0,2677755.0,1086296.0
ltarentolae,allhic,90x,100x,0.8188938573048631,0.764904362266091,0.7163253071594711,0.676437340091913,196.0,383,36,2655879,1060135,37.0,2677755.0,1086296.0
scerevisiae,allhic,100kb,1000x,0.8189569337846141,0.9515637443100361,0.9515637443100361,0.943897574729148,9.0,226,16,1092291,800700,17.0,1531933.0,924431.0
scerevisiae,allhic,100kb,100x,0.8374781187443691,0.960929361425064,0.960929361425064,0.9522624814027211,8.0,182,16,1092291,793661,17.0,1531933.0,924431.0
scerevisiae,allhic,100kb,10x,0.9240330788591681,0.9702949785400931,0.9702949785400931,0.9652301361488941,6.0,176,16,1533433,800700,17.0,1531933.0,924431.0
scerevisiae,allhic,100kb,1x,0.657785444422679,0.830025797213878,0.812855439953962,0.7826386551757041,31.0,174,16,1295199,800700,17.0,1531933.0,924431.0
scerevisiae,allhic,100kb,500x,0.8361592729035611,0.9605050989697541,0.9605050989697541,0.9493693947805991,8.0,203,16,1105224,800700,17.0,1531933.0,924431.0
scerevisiae,allhic,100kb,50x,0.854680457863316,0.969870716084782,0.969870716084782,0.957734301454172,7.0,156,16,1105224,793661,17.0,1531933.0,924431.0
scerevisiae,allhic,100kb,5x,0.6424012451950191,0.904735658734894,0.904735658734894,0.885479737734817,17.0,167,16,1116822,796628,17.0,1531933.0,924431.0
scerevisiae,allhic,100x,100x,0.07098057631751101,1.0,1.0,0.014786977931992,30.0,18,1,12589918,12589918,17.0,1531933.0,924431.0
scerevisiae,allhic,10kb,100x,0.8312562089656841,0.9616550189388391,0.9532268003696781,0.951568215489425,62.0,309,16,1100800,777600,17.0,1531933.0,924431.0
scerevisiae,allhic,10x,100x,0.7028619825018491,0.9143539295844301,0.8287156462515841,0.870171708363873,63.0,192,16,809436,501564,17.0,1531933.0,924431.0
scerevisiae,allhic,1mb,100x,0.07440994380037401,0.775020809245418,0.775020809245418,0.232877399676979,17.0,19,1,12159105,12159105,17.0,1531933.0,924431.0
scerevisiae,allhic,20x,1000x,0.8626182501246931,0.9404793871175771,0.9404793871175771,0.936792133320772,20.0,195,16,1504419,819446,17.0,1531933.0,924431.0
scerevisiae,allhic,20x,100x,0.7278015936634361,0.8026619376085511,0.7811830198288251,0.801606671424925,26.0,181,16,1148203,904464,17.0,1531933.0,924431.0
scerevisiae,allhic,20x,10x,0.6902929103571751,0.853600396464761,0.8319109537164421,0.8109431215749281,22.0,156,16,1628201,835747,17.0,1531933.0,924431.0
scerevisiae,allhic,20x,1x,0.38115101114945604,0.559763482636585,0.45712631651232205,0.5264279343923081,51.0,154,16,1835186,780545,17.0,1531933.0,924431.0
scerevisiae,allhic,20x,500x,0.798291412833327,0.920273077015458,0.9168079501232,0.9070218498028171,21.0,171,16,1504419,897138,17.0,1531933.0,924431.0
scerevisiae,allhic,20x,50x,0.72410242227691,0.8554560600913551,0.821586315212103,0.8526556381523721,22.0,155,16,1534862,839191,17.0,1531933.0,924431.0
scerevisiae,allhic,20x,5x,0.656024604528465,0.8008809486720061,0.7400672294111741,0.7639918511324361,36.0,153,16,1787416,904464,17.0,1531933.0,924431.0
scerevisiae,allhic,30x,100x,0.07165657461559401,0.791038388041401,0.7304059000580451,0.32593187445250105,39.0,21,1,12445878,12445878,17.0,1531933.0,924431.0
scerevisiae,allhic,40x,100x,0.07349281558092101,0.740810729356929,0.740810729356929,0.31263293677908904,23.0,19,1,12355136,12355136,17.0,1531933.0,924431.0
scerevisiae,allhic,500kb,100x,0.07440994380037401,0.9248935685536581,0.9248935685536581,0.545463126295281,17.0,17,1,12160405,12160405,17.0,1531933.0,924431.0
scerevisiae,allhic,50kb,100x,0.777029948902983,0.9733075160717781,0.9733075160717781,0.9599683240889031,12.0,172,16,1106324,801500,17.0,1531933.0,924431.0
scerevisiae,allhic,50x,100x,0.07130774173069601,0.564195952494691,0.52629762306326,0.16814108993781002,35.0,19,1,12531345,12531345,17.0,1531933.0,924431.0
scerevisiae,allhic,60x,100x,0.07391203429751901,1.0,1.0,0.168794670582489,19.0,18,1,12302481,12302481,17.0,1531933.0,924431.0
scerevisiae,allhic,70x,100x,0.071218031644348,0.665438035540949,0.665438035540949,0.10702098097538501,30.0,20,1,12526550,12526550,17.0,1531933.0,924431.0
scerevisiae,allhic,80x,100x,0.068500386862544,0.381555133239085,0.312966687681878,0.044667053145611,43.0,21,1,12758968,12758968,17.0,1531933.0,924431.0
scerevisiae,allhic,90x,100x,0.070888438484578,0.255771888412662,0.255771888412662,0.049049659413762006,32.0,18,1,12557636,12557636,17.0,1531933.0,924431.0
athaliana,baseline,100kb,1000x,0.006081657814569001,0.012284912738868002,0.012284912738868002,0.016864346129938,1200.0,,1199,100000,100000,7.0,30427671.0,23459830.0
athaliana,baseline,100kb,100x,0.006081657814569001,0.012284912738868002,0.012284912738868002,0.016864346129938,1200.0,,1199,100000,100000,7.0,30427671.0,23459830.0
athaliana,baseline,100kb,10x,0.006081657814569001,0.012284912738868002,0.012284912738868002,0.016864346129938,1200.0,,1199,100000,100000,7.0,30427671.0,23459830.0
athaliana,baseline,100kb,1x,0.006081657814569001,0.012284912738868002,0.012284912738868002,0.016864346129938,1200.0,,1199,100000,100000,7.0,30427671.0,23459830.0
athaliana,baseline,100kb,500x,0.006081657814569001,0.012284912738868002,0.012284912738868002,0.016864346129938,1200.0,,1199,100000,100000,7.0,30427671.0,23459830.0
athaliana,baseline,100kb,50x,0.006081657814569001,0.012284912738868002,0.012284912738868002,0.016864346129938,1200.0,,1199,100000,100000,7.0,30427671.0,23459830.0
athaliana,baseline,100kb,5x,0.006081657814569001,0.012284912738868002,0.012284912738868002,0.016864346129938,1200.0,,1199,100000,100000,7.0,30427671.0,23459830.0
athaliana,baseline,100x,100x,0.346440932109762,0.0,0.0,0.311998642223136,1077.0,,2595,2312525,186445,7.0,30427671.0,23459830.0
athaliana,baseline,10kb,100x,0.0035954935377780005,0.0021799108966600003,0.0021799108966600003,0.006002737293400001,11918.0,,11969,10000,10000,7.0,30427671.0,23459830.0
athaliana,baseline,10x,100x,0.039847948014926006,0.0,0.0,0.028803791888878,2513.0,,2569,377925,24823,7.0,30427671.0,23459830.0
athaliana,baseline,1mb,100x,0.046241168319519,0.073479651890041,0.073479651890041,0.105296883681936,125.0,,123,1000000,1000000,7.0,30427671.0,23459830.0
athaliana,baseline,20x,1000x,0.091635532970036,0.0,0.0,0.071920183193867,1969.0,,2338,615667,86731,7.0,30427671.0,23459830.0
athaliana,baseline,20x,100x,0.091635532970036,0.0,0.0,0.071920183193867,1969.0,,2338,615667,86731,7.0,30427671.0,23459830.0
athaliana,baseline,20x,10x,0.091635532970036,0.0,0.0,0.071920183193867,1969.0,,2338,615667,86731,7.0,30427671.0,23459830.0
athaliana,baseline,20x,1x,0.091635532970036,0.0,0.0,0.071920183193867,1969.0,,2338,615667,86731,7.0,30427671.0,23459830.0
athaliana,baseline,20x,500x,0.091635532970036,0.0,0.0,0.071920183193867,1969.0,,2338,615667,86731,7.0,30427671.0,23459830.0
athaliana,baseline,20x,50x,0.091635532970036,0.0,0.0,0.071920183193867,1969.0,,2338,615667,86731,7.0,30427671.0,23459830.0
athaliana,baseline,20x,5x,0.091635532970036,0.0,0.0,0.071920183193867,1969.0,,2338,615667,86731,7.0,30427671.0,23459830.0
athaliana,baseline,30x,100x,0.192785404065514,0.0,0.0,0.15930243788502402,1430.0,,2310,1601449,159879,7.0,30427671.0,23459830.0
athaliana,baseline,40x,100x,0.283620303424896,0.0,0.0,0.22323280087286,1358.0,,2620,3491393,147845,7.0,30427671.0,23459830.0
athaliana,baseline,500kb,100x,0.025340739066163003,0.044015326507365005,0.044015326507365005,0.062860437289023,244.0,,242,500000,500000,7.0,30427671.0,23459830.0
athaliana,baseline,50kb,100x,0.0030298426694010004,0.007328253351257001,0.007328253351257001,0.010156797214398001,2395.0,,2397,50000,50000,7.0,30427671.0,23459830.0
athaliana,baseline,50x,100x,0.31041346274639603,0.0,0.0,0.27398322653565305,1286.0,,2731,2623040,149418,7.0,30427671.0,23459830.0
athaliana,baseline,60x,100x,0.330091243749497,0.0,0.0,0.29535762275442,1181.0,,2677,2184857,161138,7.0,30427671.0,23459830.0
athaliana,baseline,70x,100x,0.325993500799135,0.0,0.0,0.298922536124818,1249.0,,2877,1617290,140209,7.0,30427671.0,23459830.0
athaliana,baseline,80x,100x,0.32606367601962205,0.0,0.0,0.297156884338297,1214.0,,2774,1779369,149909,7.0,30427671.0,23459830.0
athaliana,baseline,90x,100x,0.34643743070981303,0.0,0.0,0.309237186619577,1124.0,,2681,2514410,164531,7.0,30427671.0,23459830.0
hsapiens,baseline,100kb,100x,0.00771448905243,0.0040288387020760005,0.0040288387020760005,0.011373334181424001,29348.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,100kb,10x,0.00771448905243,0.0040288387020760005,0.0040288387020760005,0.011373334181424001,29348.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,100kb,1x,0.00771448905243,0.0040288387020760005,0.0040288387020760005,0.011373334181424001,29348.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,100kb,50x,0.00771448905243,0.0040288387020760005,0.0040288387020760005,0.011373334181424001,29348.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,100kb,5x,0.00771448905243,0.0040288387020760005,0.0040288387020760005,0.011373334181424001,29348.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,100x,100x,0.25376636224083904,0.0,0.0,0.040884065524837004,3002.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,10kb,100x,0.008041745094621001,0.00045242468680000005,0.00045242468680000005,0.008573269035892,291643.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,10x,100x,,,,,,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,1mb,100x,0.012872845513276,0.029353583400362003,0.029353583400362003,0.037194124772197,3022.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,20x,100x,,,,,,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,30x,100x,0.020817006875402,0.0,0.0,0.014429908610491001,39460.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,30x,10x,0.020817006875402,0.0,0.0,0.014429908610491001,39460.0,,,,,25.0,248956422.0,156040895.0
hsapiens,baseline,30x,1x,0.020817006875402,0.0,0.0,0.014429908610491001,39460.0,,,,,25.0,248956422.0,156040895.0
